Samples;2048;Curves ;40;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;
1712;-1.147E-04;5.633E-05;5.042E-05;-2.594E-05;2.661E-05;-1.177E-04;4.232E-05;-3.638E-05;-7.464E-06;-6.087E-05;-2.625E-05;-1.242E-04;4.414E-05;-1.058E-04;-3.824E-05;-1.539E-04;7.956E-05;-1.256E-04;2.088E-05;-1.141E-04;-1.743E-05;-1.589E-05;-2.603E-05;-1.593E-04;5.936E-05;-8.849E-05;-3.030E-05;-5.712E-05;-3.042E-05;-9.110E-05;2.674E-05;-1.145E-06;-1.011E-04;2.636E-05;-4.656E-05;-9.654E-06;-9.411E-05;-2.397E-05;-1.597E-04;-7.028E-06;
1713;-1.134E-04;5.491E-05;4.978E-05;-2.363E-05;2.685E-05;-1.078E-04;4.338E-05;-3.916E-05;-8.524E-06;-6.308E-05;-2.391E-05;-1.262E-04;4.369E-05;-1.078E-04;-3.900E-05;-1.512E-04;7.959E-05;-1.266E-04;2.194E-05;-1.137E-04;-1.949E-05;-1.498E-05;-2.452E-05;-1.543E-04;8.232E-05;-8.788E-05;-2.824E-05;-5.603E-05;-2.912E-05;-9.292E-05;3.037E-05;-1.326E-06;-9.932E-05;3.041E-05;-4.716E-05;-6.080E-06;-9.235E-05;-2.309E-05;-1.576E-04;-6.392E-06;
1714;-1.123E-04;5.597E-05;4.860E-05;-2.133E-05;2.703E-05;-9.886E-05;4.468E-05;-4.156E-05;-9.524E-06;-6.396E-05;-2.198E-05;-1.280E-04;4.293E-05;-1.088E-04;-3.849E-05;-1.457E-04;7.992E-05;-1.260E-04;2.403E-05;-1.123E-04;-2.179E-05;-1.840E-05;-2.513E-05;-1.484E-04;9.946E-05;-8.595E-05;-2.645E-05;-5.428E-05;-2.743E-05;-9.434E-05;3.458E-05;-1.781E-06;-9.763E-05;3.278E-05;-4.716E-05;-4.415E-06;-9.065E-05;-2.224E-05;-1.570E-04;-4.484E-06;
1715;-1.126E-04;5.718E-05;4.957E-05;-1.779E-05;2.594E-05;-9.089E-05;4.601E-05;-4.253E-05;-9.493E-06;-6.302E-05;-1.973E-05;-1.290E-04;4.193E-05;-1.087E-04;-3.758E-05;-1.386E-04;8.077E-05;-1.252E-04;2.651E-05;-1.116E-04;-2.349E-05;-2.237E-05;-2.843E-05;-1.453E-04;1.074E-04;-8.174E-05;-2.361E-05;-5.346E-05;-2.585E-05;-9.525E-05;3.858E-05;-1.993E-06;-9.541E-05;3.320E-05;-4.729E-05;-5.929E-06;-8.956E-05;-2.076E-05;-1.586E-04;-1.879E-06;
1716;-1.128E-04;5.818E-05;5.027E-05;-1.158E-05;2.385E-05;-8.690E-05;4.798E-05;-4.119E-05;-9.039E-06;-6.133E-05;-1.661E-05;-1.296E-04;4.120E-05;-1.077E-04;-3.676E-05;-1.312E-04;8.210E-05;-1.250E-04;2.848E-05;-1.119E-04;-2.555E-05;-2.503E-05;-3.064E-05;-1.437E-04;9.928E-05;-7.819E-05;-2.040E-05;-5.388E-05;-2.331E-05;-9.613E-05;4.127E-05;-1.296E-06;-9.326E-05;3.317E-05;-4.744E-05;-1.014E-05;-8.826E-05;-1.833E-05;-1.618E-04;-3.345E-07;
1717;-1.128E-04;6.039E-05;4.909E-05;-5.857E-06;2.485E-05;-8.620E-05;4.995E-05;-3.720E-05;-8.827E-06;-5.875E-05;-1.362E-05;-1.308E-04;3.996E-05;-1.052E-04;-3.712E-05;-1.245E-04;8.292E-05;-1.249E-04;3.057E-05;-1.138E-04;-2.812E-05;-2.709E-05;-3.091E-05;-1.419E-04;7.911E-05;-7.695E-05;-2.058E-05;-5.709E-05;-1.979E-05;-9.597E-05;4.373E-05;1.793E-06;-9.163E-05;3.232E-05;-4.722E-05;-1.495E-05;-8.596E-05;-1.515E-05;-1.663E-04;6.952E-07;
1718;-1.121E-04;6.384E-05;4.739E-05;-1.496E-06;2.600E-05;-8.556E-05;5.159E-05;-3.144E-05;-8.161E-06;-5.663E-05;-1.153E-05;-1.341E-04;3.817E-05;-1.029E-04;-3.749E-05;-1.192E-04;8.477E-05;-1.227E-04;3.188E-05;-1.167E-04;-2.967E-05;-2.870E-05;-3.003E-05;-1.403E-04;5.164E-05;-7.574E-05;-2.164E-05;-6.248E-05;-1.816E-05;-9.579E-05;4.558E-05;5.125E-06;-8.845E-05;3.138E-05;-4.650E-05;-1.819E-05;-8.308E-05;-1.300E-05;-1.704E-04;1.452E-06;
1719;-1.118E-04;6.751E-05;4.588E-05;2.017E-06;2.585E-05;-8.674E-05;5.504E-05;-2.708E-05;-7.313E-06;-5.542E-05;-9.619E-06;-1.345E-04;3.672E-05;-1.008E-04;-3.688E-05;-1.158E-04;8.716E-05;-1.179E-04;3.227E-05;-1.207E-04;-2.997E-05;-2.954E-05;-2.806E-05;-1.392E-04;2.529E-05;-7.471E-05;-2.197E-05;-6.678E-05;-1.713E-05;-9.537E-05;4.361E-05;4.307E-06;-8.600E-05;3.048E-05;-4.477E-05;-1.756E-05;-7.960E-05;-1.176E-05;-1.730E-04;2.603E-06;
1720;-1.118E-04;7.066E-05;4.376E-05;4.501E-06;2.552E-05;-8.995E-05;5.780E-05;-2.163E-05;-7.828E-06;-5.494E-05;-8.529E-06;-1.275E-04;3.581E-05;-9.920E-05;-3.546E-05;-1.155E-04;8.858E-05;-1.137E-04;3.230E-05;-1.247E-04;-2.891E-05;-2.915E-05;-2.649E-05;-1.390E-04;7.423E-06;-7.362E-05;-2.258E-05;-7.008E-05;-1.577E-05;-9.328E-05;4.088E-05;1.823E-06;-8.557E-05;2.660E-05;-4.565E-05;-1.420E-05;-7.566E-05;-1.052E-05;-1.728E-04;4.087E-06;
1721;-1.129E-04;7.305E-05;4.264E-05;5.803E-06;2.570E-05;-9.489E-05;5.831E-05;-1.575E-05;-6.798E-06;-5.709E-05;-8.226E-06;-1.112E-04;3.624E-05;-9.778E-05;-3.403E-05;-1.179E-04;8.870E-05;-1.112E-04;3.188E-05;-1.282E-04;-2.655E-05;-2.709E-05;-2.597E-05;-1.385E-04;-2.057E-06;-7.359E-05;-2.391E-05;-7.326E-05;-1.458E-05;-9.070E-05;3.876E-05;-2.058E-07;-8.460E-05;2.324E-05;-4.862E-05;-9.715E-06;-7.354E-05;-1.213E-05;-1.714E-04;5.480E-06;
1722;-1.150E-04;7.526E-05;4.282E-05;6.227E-06;2.470E-05;-9.968E-05;5.731E-05;-1.203E-05;-4.860E-06;-6.006E-05;-9.165E-06;-8.683E-05;3.687E-05;-9.636E-05;-3.319E-05;-1.224E-04;8.882E-05;-1.115E-04;3.103E-05;-1.309E-04;-2.503E-05;-2.355E-05;-2.479E-05;-1.377E-04;-6.721E-06;-7.522E-05;-2.512E-05;-7.560E-05;-1.383E-05;-9.019E-05;3.697E-05;-1.962E-06;-8.279E-05;2.239E-05;-5.134E-05;-2.779E-06;-7.200E-05;-1.552E-05;-1.707E-04;5.026E-06;
1723;-1.176E-04;7.705E-05;4.276E-05;7.045E-06;2.334E-05;-1.027E-04;5.537E-05;-1.051E-05;-4.345E-06;-6.181E-05;-1.038E-05;-6.236E-05;3.799E-05;-9.642E-05;-3.297E-05;-1.274E-04;8.825E-05;-1.147E-04;3.045E-05;-1.319E-04;-2.388E-05;-2.013E-05;-2.246E-05;-1.369E-04;-9.023E-06;-7.795E-05;-2.576E-05;-7.557E-05;-1.395E-05;-9.182E-05;3.628E-05;-2.235E-06;-8.191E-05;2.309E-05;-5.377E-05;5.913E-06;-6.997E-05;-1.758E-05;-1.679E-04;4.299E-06;
1724;-1.188E-04;7.832E-05;4.315E-05;8.378E-06;2.297E-05;-1.040E-04;5.174E-05;-9.757E-06;-4.678E-06;-6.451E-05;-8.619E-06;-4.616E-05;3.975E-05;-9.705E-05;-3.346E-05;-1.318E-04;8.725E-05;-1.200E-04;3.127E-05;-1.312E-04;-2.288E-05;-2.003E-05;-2.119E-05;-1.357E-04;-9.780E-06;-8.098E-05;-2.591E-05;-7.423E-05;-1.361E-05;-9.446E-05;3.728E-05;-2.326E-06;-8.145E-05;2.366E-05;-5.707E-05;1.494E-05;-6.679E-05;-1.867E-05;-1.635E-04;3.572E-06;
1725;-1.191E-04;7.977E-05;4.421E-05;8.802E-06;2.358E-05;-1.035E-04;4.644E-05;-9.091E-06;-4.042E-06;-6.726E-05;-6.378E-06;-3.435E-05;4.147E-05;-9.845E-05;-3.470E-05;-1.347E-04;8.598E-05;-1.267E-04;3.145E-05;-1.290E-04;-2.113E-05;-2.300E-05;-2.089E-05;-1.330E-04;-9.780E-06;-8.110E-05;-2.612E-05;-7.369E-05;-1.289E-05;-9.788E-05;3.997E-05;-2.205E-06;-8.063E-05;2.396E-05;-6.007E-05;2.278E-05;-6.403E-05;-1.867E-05;-1.591E-04;2.967E-06;
1726;-1.201E-04;8.089E-05;4.570E-05;8.014E-06;2.431E-05;-1.018E-04;4.187E-05;-9.333E-06;-3.012E-06;-6.866E-05;-4.773E-06;-3.174E-05;4.438E-05;-1.032E-04;-3.649E-05;-1.359E-04;8.368E-05;-1.320E-04;3.069E-05;-1.269E-04;-1.901E-05;-2.264E-05;-2.176E-05;-1.299E-04;-9.507E-06;-7.877E-05;-2.712E-05;-7.333E-05;-1.149E-05;-1.020E-04;4.276E-05;-1.538E-06;-8.063E-05;2.484E-05;-6.334E-05;2.766E-05;-6.297E-05;-1.827E-05;-1.564E-04;3.058E-06;
1727;-1.217E-04;8.150E-05;4.742E-05;7.287E-06;2.555E-05;-9.819E-05;3.908E-05;-1.018E-05;-3.345E-06;-6.835E-05;-3.743E-06;-4.313E-05;4.602E-05;-1.073E-04;-3.803E-05;-1.355E-04;8.043E-05;-1.366E-04;2.915E-05;-1.241E-04;-1.774E-05;-1.501E-05;-2.337E-05;-1.273E-04;-1.008E-05;-7.565E-05;-2.803E-05;-7.299E-05;-9.224E-06;-1.058E-04;4.654E-05;3.091E-07;-8.112E-05;2.636E-05;-6.524E-05;2.944E-05;-6.264E-05;-1.761E-05;-1.552E-04;3.270E-06;
1728;-1.241E-04;8.241E-05;4.833E-05;7.348E-06;2.703E-05;-9.392E-05;3.726E-05;-1.051E-05;-4.375E-06;-6.696E-05;-2.926E-06;-6.406E-05;4.526E-05;-1.091E-04;-3.643E-05;-1.347E-04;7.641E-05;-1.393E-04;2.782E-05;-1.211E-04;-1.692E-05;2.195E-06;-2.591E-05;-1.248E-04;-1.032E-05;-7.335E-05;-2.878E-05;-7.390E-05;-7.679E-06;-1.086E-04;5.121E-05;2.793E-06;-8.036E-05;2.763E-05;-6.509E-05;2.872E-05;-6.243E-05;-1.682E-05;-1.554E-04;3.936E-06;
1729;-1.272E-04;8.344E-05;4.845E-05;8.529E-06;2.776E-05;-8.944E-05;3.581E-05;-1.012E-05;-6.283E-06;-6.490E-05;-2.047E-06;-8.898E-05;4.353E-05;-1.100E-04;-3.410E-05;-1.311E-04;7.195E-05;-1.406E-04;2.806E-05;-1.185E-04;-1.701E-05;2.788E-05;-2.837E-05;-1.235E-04;-1.005E-05;-7.198E-05;-2.957E-05;-7.678E-05;-7.225E-06;-1.106E-04;5.551E-05;4.791E-06;-7.858E-05;2.860E-05;-6.373E-05;2.545E-05;-6.128E-05;-1.549E-05;-1.569E-04;4.451E-06;
1730;-1.297E-04;8.419E-05;4.818E-05;1.056E-05;2.845E-05;-8.438E-05;3.548E-05;-8.788E-06;-7.252E-06;-6.181E-05;-1.048E-06;-1.092E-04;4.205E-05;-1.100E-04;-3.352E-05;-1.272E-04;7.029E-05;-1.417E-04;2.833E-05;-1.165E-04;-1.740E-05;5.459E-05;-2.879E-05;-1.237E-04;-1.020E-05;-7.180E-05;-2.969E-05;-7.984E-05;-6.861E-06;-1.126E-04;5.745E-05;6.063E-06;-7.767E-05;3.011E-05;-6.216E-05;1.975E-05;-5.940E-05;-1.373E-05;-1.604E-04;5.147E-06;
1731;-1.317E-04;8.453E-05;4.845E-05;1.313E-05;2.976E-05;-8.005E-05;3.641E-05;-6.880E-06;-6.798E-06;-5.842E-05;-7.888E-08;-1.211E-04;4.075E-05;-1.087E-04;-3.467E-05;-1.245E-04;6.974E-05;-1.391E-04;2.842E-05;-1.173E-04;-1.870E-05;7.588E-05;-2.900E-05;-1.251E-04;-1.002E-05;-7.277E-05;-2.963E-05;-8.320E-05;-5.286E-06;-1.137E-04;5.826E-05;8.093E-06;-7.770E-05;3.141E-05;-5.949E-05;1.412E-05;-5.637E-05;-1.182E-05;-1.653E-04;5.662E-06;
1732;-1.320E-04;8.404E-05;4.963E-05;1.737E-05;3.182E-05;-7.699E-05;3.684E-05;-3.852E-06;-6.223E-06;-5.494E-05;7.691E-07;-1.266E-04;3.987E-05;-1.054E-04;-3.506E-05;-1.228E-04;6.902E-05;-1.337E-04;2.976E-05;-1.204E-04;-2.270E-05;8.984E-05;-3.018E-05;-1.274E-04;-9.931E-06;-7.529E-05;-2.942E-05;-8.698E-05;-3.136E-06;-1.139E-04;5.878E-05;1.015E-05;-7.755E-05;3.253E-05;-5.695E-05;9.911E-06;-5.246E-05;-1.046E-05;-1.699E-04;5.783E-06;
1733;-1.329E-04;8.441E-05;5.100E-05;2.222E-05;3.421E-05;-7.620E-05;3.663E-05;1.462E-07;-6.525E-06;-5.215E-05;8.903E-07;-1.296E-04;3.917E-05;-1.007E-04;-3.337E-05;-1.221E-04;6.823E-05;-1.294E-04;3.039E-05;-1.248E-04;-2.646E-05;9.075E-05;-3.255E-05;-1.302E-04;-9.840E-06;-7.880E-05;-2.933E-05;-9.074E-05;1.365E-08;-1.139E-04;5.860E-05;1.106E-05;-7.709E-05;3.441E-05;-5.601E-05;7.639E-06;-4.750E-05;-1.028E-05;-1.740E-04;5.783E-06;
1734;-1.355E-04;8.341E-05;5.275E-05;2.828E-05;3.690E-05;-7.645E-05;3.669E-05;3.629E-06;-7.010E-06;-5.070E-05;7.085E-07;-1.311E-04;3.872E-05;-9.611E-05;-3.134E-05;-1.220E-04;6.805E-05;-1.263E-04;2.976E-05;-1.319E-04;-2.846E-05;8.030E-05;-3.491E-05;-1.326E-04;-1.129E-05;-8.216E-05;-2.909E-05;-9.410E-05;3.375E-06;-1.138E-04;5.775E-05;1.097E-05;-7.588E-05;3.596E-05;-5.719E-05;7.912E-06;-4.232E-05;-1.037E-05;-1.763E-04;5.238E-06;
1735;-1.367E-04;8.135E-05;5.203E-05;3.624E-05;3.921E-05;-7.687E-05;3.672E-05;5.870E-06;-6.192E-06;-5.170E-05;1.011E-06;-1.321E-04;3.875E-05;-9.321E-05;-3.025E-05;-1.227E-04;6.871E-05;-1.250E-04;2.836E-05;-1.399E-04;-3.073E-05;6.128E-05;-3.312E-05;-1.334E-04;-1.432E-05;-8.573E-05;-2.915E-05;-9.674E-05;6.071E-06;-1.143E-04;5.536E-05;1.151E-05;-7.455E-05;3.699E-05;-5.937E-05;1.046E-05;-3.787E-05;-9.642E-06;-1.787E-04;4.844E-06;
1736;-1.360E-04;8.035E-05;5.045E-05;4.069E-05;4.160E-05;-7.733E-05;3.660E-05;7.082E-06;-5.435E-06;-5.424E-05;2.253E-06;-1.331E-04;3.954E-05;-9.178E-05;-3.125E-05;-1.240E-04;6.893E-05;-1.257E-04;2.703E-05;-1.464E-04;-3.279E-05;3.742E-05;-3.030E-05;-1.310E-04;-1.499E-05;-8.879E-05;-3.078E-05;-9.852E-05;8.221E-06;-1.151E-04;5.224E-05;1.182E-05;-7.464E-05;3.777E-05;-6.188E-05;1.473E-05;-3.341E-05;-7.886E-06;-1.805E-04;4.178E-06;
1737;-1.352E-04;8.026E-05;4.894E-05;4.184E-05;4.099E-05;-7.675E-05;3.629E-05;7.718E-06;-4.557E-06;-5.721E-05;2.798E-06;-1.330E-04;4.026E-05;-9.175E-05;-3.425E-05;-1.262E-04;6.932E-05;-1.288E-04;2.615E-05;-1.494E-04;-3.406E-05;1.655E-05;-2.985E-05;-1.282E-04;-1.269E-05;-8.864E-05;-3.124E-05;-1.000E-04;7.918E-06;-1.174E-04;4.985E-05;1.021E-05;-7.588E-05;3.838E-05;-6.506E-05;1.966E-05;-2.972E-05;-6.311E-06;-1.772E-04;3.088E-06;
1738;-1.338E-04;8.017E-05;4.821E-05;4.360E-05;3.911E-05;-7.726E-05;3.696E-05;7.082E-06;-3.012E-06;-6.057E-05;2.617E-06;-1.329E-04;4.135E-05;-9.302E-05;-3.821E-05;-1.277E-04;6.962E-05;-1.321E-04;2.570E-05;-1.496E-04;-3.479E-05;4.467E-06;-3.021E-05;-1.260E-04;-1.126E-05;-8.722E-05;-2.930E-05;-9.867E-05;7.525E-06;-1.209E-04;4.763E-05;7.335E-06;-7.727E-05;3.880E-05;-6.867E-05;2.533E-05;-2.684E-05;-5.675E-06;-1.663E-04;2.209E-06;
1739;-1.321E-04;7.950E-05;4.806E-05;4.620E-05;3.978E-05;-7.702E-05;3.520E-05;6.991E-06;-1.074E-06;-6.330E-05;1.738E-06;-1.327E-04;4.241E-05;-9.587E-05;-4.115E-05;-1.279E-04;7.029E-05;-1.354E-04;2.612E-05;-1.467E-04;-3.566E-05;-7.426E-07;-3.046E-05;-1.225E-04;-1.217E-05;-8.607E-05;-2.772E-05;-9.619E-05;8.524E-06;-1.220E-04;4.785E-05;5.942E-06;-7.745E-05;3.777E-05;-7.303E-05;2.993E-05;-2.533E-05;-5.766E-06;-1.467E-04;1.059E-06;
1740;-1.303E-04;7.826E-05;4.776E-05;4.784E-05;4.111E-05;-7.345E-05;2.999E-05;6.506E-06;2.136E-06;-6.487E-05;1.634E-07;-1.321E-04;4.408E-05;-1.014E-04;-4.224E-05;-1.267E-04;7.111E-05;-1.397E-04;2.648E-05;-1.410E-04;-3.588E-05;-3.226E-06;-3.115E-05;-1.181E-04;-1.320E-05;-8.370E-05;-2.621E-05;-9.392E-05;7.646E-06;-1.229E-04;4.948E-05;6.063E-06;-7.452E-05;3.753E-05;-7.645E-05;3.296E-05;-2.678E-05;-7.128E-06;-1.193E-04;4.832E-07;
1741;-1.292E-04;7.650E-05;4.736E-05;4.736E-05;4.160E-05;-6.754E-05;2.542E-05;4.507E-06;5.771E-06;-6.554E-05;-1.745E-06;-1.300E-04;4.623E-05;-1.070E-04;-4.124E-05;-1.243E-04;7.205E-05;-1.421E-04;2.642E-05;-1.353E-04;-3.548E-05;-4.771E-06;-3.206E-05;-1.139E-04;-1.344E-05;-8.049E-05;-2.454E-05;-9.238E-05;5.798E-06;-1.243E-04;5.060E-05;5.700E-06;-7.237E-05;3.902E-05;-7.651E-05;3.762E-05;-2.705E-05;-8.885E-06;-9.223E-05;-5.465E-07;
1742;-1.288E-04;7.511E-05;4.666E-05;4.614E-05;4.039E-05;-6.194E-05;2.248E-05;4.962E-06;5.286E-06;-6.436E-05;-2.835E-06;-1.271E-04;4.880E-05;-1.109E-04;-3.855E-05;-1.211E-04;7.389E-05;-1.415E-04;2.706E-05;-1.309E-04;-3.545E-05;-6.012E-06;-3.258E-05;-1.103E-04;-1.472E-05;-7.771E-05;-2.261E-05;-9.074E-05;5.374E-06;-1.252E-04;5.130E-05;4.731E-06;-7.212E-05;3.911E-05;-7.672E-05;4.171E-05;-2.608E-05;-8.491E-06;-7.040E-05;2.712E-07;
1743;-1.298E-04;7.356E-05;4.651E-05;4.551E-05;3.827E-05;-5.700E-05;2.030E-05;9.565E-06;3.166E-06;-6.469E-05;-1.048E-06;-1.241E-04;5.086E-05;-1.126E-04;-3.661E-05;-1.176E-04;7.592E-05;-1.389E-04;2.806E-05;-1.276E-04;-3.521E-05;-7.587E-06;-3.233E-05;-1.077E-04;-1.647E-05;-7.668E-05;-2.094E-05;-8.853E-05;6.283E-06;-1.248E-04;5.239E-05;4.216E-06;-7.152E-05;3.856E-05;-7.824E-05;4.262E-05;-2.596E-05;-8.340E-06;-5.568E-05;2.664E-06;
1744;-1.317E-04;7.144E-05;4.676E-05;4.602E-05;3.618E-05;-5.282E-05;1.776E-05;1.602E-05;1.833E-06;-6.439E-05;-1.831E-08;-1.211E-04;5.277E-05;-1.121E-04;-3.594E-05;-1.152E-04;7.771E-05;-1.360E-04;2.885E-05;-1.255E-04;-3.451E-05;-9.768E-06;-3.130E-05;-1.065E-04;-1.735E-05;-7.759E-05;-2.024E-05;-8.823E-05;7.070E-06;-1.234E-04;5.445E-05;5.003E-06;-7.028E-05;3.862E-05;-7.936E-05;4.117E-05;-2.542E-05;-9.582E-06;-5.395E-05;4.057E-06;
1745;-1.341E-04;6.957E-05;4.694E-05;4.739E-05;3.421E-05;-4.940E-05;1.549E-05;2.126E-05;1.228E-06;-6.248E-05;-3.817E-07;-1.190E-04;5.616E-05;-1.099E-04;-3.537E-05;-1.132E-04;7.792E-05;-1.326E-04;2.927E-05;-1.264E-04;-3.306E-05;-1.219E-05;-3.021E-05;-1.072E-04;-1.771E-05;-8.137E-05;-2.000E-05;-8.913E-05;7.767E-06;-1.211E-04;5.651E-05;6.578E-06;-6.882E-05;3.938E-05;-7.969E-05;3.923E-05;-2.393E-05;-1.052E-05;-6.731E-05;4.390E-06;
1746;-1.358E-04;6.887E-05;4.673E-05;4.908E-05;3.369E-05;-4.768E-05;1.455E-05;2.507E-05;9.248E-07;-6.021E-05;1.042E-06;-1.179E-04;5.783E-05;-1.044E-04;-3.470E-05;-1.112E-04;7.689E-05;-1.288E-04;3.045E-05;-1.291E-04;-3.182E-05;-1.343E-05;-2.943E-05;-1.097E-04;-1.847E-05;-8.673E-05;-2.097E-05;-9.195E-05;8.494E-06;-1.185E-04;5.830E-05;7.487E-06;-6.664E-05;4.068E-05;-8.018E-05;3.783E-05;-2.100E-05;-1.061E-05;-9.114E-05;4.027E-06;
1747;-1.367E-04;6.872E-05;4.651E-05;5.217E-05;3.421E-05;-4.798E-05;1.506E-05;2.871E-05;1.046E-06;-5.960E-05;4.676E-06;-1.164E-04;5.683E-05;-9.778E-05;-3.331E-05;-1.099E-04;7.586E-05;-1.253E-04;3.154E-05;-1.332E-04;-3.109E-05;-1.343E-05;-2.858E-05;-1.132E-04;-1.977E-05;-9.237E-05;-2.215E-05;-9.598E-05;9.372E-06;-1.164E-04;5.926E-05;7.729E-06;-6.401E-05;4.198E-05;-8.163E-05;3.620E-05;-1.815E-05;-1.028E-05;-1.182E-04;3.058E-06;
1748;-1.380E-04;6.629E-05;4.794E-05;5.553E-05;3.518E-05;-4.986E-05;1.640E-05;3.216E-05;1.591E-06;-6.130E-05;8.643E-06;-1.150E-04;5.577E-05;-9.336E-05;-3.382E-05;-1.078E-04;7.492E-05;-1.228E-04;3.154E-05;-1.388E-04;-3.124E-05;-1.189E-05;-2.797E-05;-1.171E-04;-2.092E-05;-9.685E-05;-2.330E-05;-9.961E-05;1.031E-05;-1.151E-04;5.926E-05;7.305E-06;-6.261E-05;4.335E-05;-8.357E-05;3.580E-05;-1.645E-05;-9.884E-06;-1.401E-04;1.846E-06;
1749;-1.384E-04;6.493E-05;4.966E-05;5.971E-05;3.581E-05;-5.285E-05;1.797E-05;3.473E-05;1.379E-06;-6.445E-05;1.164E-05;-1.141E-04;5.535E-05;-8.909E-05;-3.625E-05;-1.070E-04;7.495E-05;-1.227E-04;3.033E-05;-1.455E-04;-3.236E-05;-8.738E-06;-2.716E-05;-1.203E-04;-2.120E-05;-9.897E-05;-2.367E-05;-1.008E-04;1.104E-05;-1.153E-04;5.887E-05;7.275E-06;-6.246E-05;4.459E-05;-8.690E-05;3.656E-05;-1.567E-05;-9.612E-06;-1.518E-04;9.981E-07;
1750;-1.378E-04;7.017E-05;5.109E-05;6.362E-05;3.566E-05;-5.537E-05;1.915E-05;3.491E-05;1.258E-06;-6.823E-05;1.422E-05;-1.143E-04;5.441E-05;-8.464E-05;-3.800E-05;-1.091E-04;7.395E-05;-1.236E-04;2.921E-05;-1.518E-04;-3.300E-05;-5.649E-06;-2.703E-05;-1.216E-04;-2.108E-05;-9.824E-05;-2.324E-05;-9.928E-05;1.201E-05;-1.169E-04;5.993E-05;7.335E-06;-6.268E-05;4.568E-05;-9.108E-05;3.677E-05;-1.612E-05;-1.025E-05;-1.546E-04;1.501E-07;
1751;-1.367E-04;8.501E-05;5.124E-05;6.786E-05;3.521E-05;-5.679E-05;1.879E-05;3.249E-05;1.288E-06;-7.156E-05;1.561E-05;-1.160E-04;5.335E-05;-8.018E-05;-3.849E-05;-1.107E-04;7.150E-05;-1.271E-04;3.000E-05;-1.555E-04;-3.394E-05;-2.984E-06;-2.806E-05;-1.203E-04;-2.111E-05;-9.494E-05;-2.318E-05;-9.580E-05;1.285E-05;-1.191E-04;6.214E-05;7.335E-06;-6.283E-05;4.695E-05;-9.502E-05;3.429E-05;-1.748E-05;-1.085E-05;-1.521E-04;-1.365E-09;
1752;-1.356E-04;1.095E-04;5.130E-05;7.195E-05;3.472E-05;-5.824E-05;1.821E-05;2.931E-05;9.248E-07;-7.505E-05;1.600E-05;-1.180E-04;5.250E-05;-7.703E-05;-3.830E-05;-1.115E-04;6.917E-05;-1.327E-04;2.909E-05;-1.550E-04;-3.412E-05;-7.123E-07;-2.900E-05;-1.168E-04;-2.180E-05;-9.019E-05;-2.339E-05;-9.056E-05;1.379E-05;-1.213E-04;6.565E-05;6.760E-06;-6.265E-05;4.816E-05;-9.820E-05;2.944E-05;-1.903E-05;-1.152E-05;-1.472E-04;1.198E-07;
1753;-1.355E-04;1.372E-04;5.263E-05;7.570E-05;3.472E-05;-5.885E-05;1.679E-05;2.637E-05;-8.317E-07;-7.756E-05;1.564E-05;-1.200E-04;5.201E-05;-7.461E-05;-3.746E-05;-1.116E-04;6.675E-05;-1.359E-04;2.679E-05;-1.539E-04;-3.360E-05;2.377E-06;-3.018E-05;-1.129E-04;-2.253E-05;-8.473E-05;-2.382E-05;-8.517E-05;1.491E-05;-1.227E-04;6.989E-05;5.851E-06;-6.189E-05;4.946E-05;-1.001E-04;2.769E-05;-2.003E-05;-1.170E-05;-1.419E-04;-3.345E-07;
1754;-1.337E-04;1.617E-04;5.408E-05;7.894E-05;3.469E-05;-5.815E-05;1.603E-05;2.347E-05;-2.619E-06;-7.835E-05;1.385E-05;-1.211E-04;5.089E-05;-7.310E-05;-3.685E-05;-1.113E-04;6.487E-05;-1.373E-04;2.658E-05;-1.510E-04;-3.385E-05;4.467E-06;-3.012E-05;-1.083E-04;-2.386E-05;-7.816E-05;-2.454E-05;-7.990E-05;1.585E-05;-1.239E-04;7.304E-05;5.094E-06;-6.049E-05;5.174E-05;-1.009E-04;3.259E-05;-2.097E-05;-1.116E-05;-1.382E-04;-1.243E-06;
1755;-1.320E-04;1.827E-04;5.524E-05;8.031E-05;3.551E-05;-5.670E-05;1.727E-05;2.141E-05;-4.436E-06;-7.686E-05;1.098E-05;-1.215E-04;4.947E-05;-7.282E-05;-3.694E-05;-1.105E-04;6.338E-05;-1.378E-04;2.821E-05;-1.457E-04;-3.288E-05;3.528E-06;-3.052E-05;-1.035E-04;-2.398E-05;-7.117E-05;-2.500E-05;-7.511E-05;1.637E-05;-1.235E-04;7.471E-05;3.943E-06;-5.841E-05;5.431E-05;-9.959E-05;4.680E-05;-2.063E-05;-1.082E-05;-1.384E-04;-1.909E-06;
