Samples;2048;Curves ;80;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;Curve_41;Curve_42;Curve_43;Curve_44;Curve_45;Curve_46;Curve_47;Curve_48;Curve_49;Curve_50;Curve_51;Curve_52;Curve_53;Curve_54;Curve_55;Curve_56;Curve_57;Curve_58;Curve_59;Curve_60;Curve_61;Curve_62;Curve_63;Curve_64;Curve_65;Curve_66;Curve_67;Curve_68;Curve_69;Curve_70;Curve_71;Curve_72;Curve_73;Curve_74;Curve_75;Curve_76;Curve_77;Curve_78;Curve_79;Curve_80;
1197;3.824E-05;-4.789E-05;-3.584E-05;-6.014E-05;-6.127E-05;-1.419E-05;-4.086E-05;-4.053E-05;2.359E-05;-2.266E-05;-6.282E-05;-2.206E-05;2.477E-05;1.022E-04;6.673E-05;7.786E-05;-4.202E-05;2.484E-05;5.377E-05;3.183E-05;-3.298E-05;8.983E-05;-3.872E-07;3.499E-05;1.542E-05;1.165E-04;-3.278E-06;1.233E-05;-4.885E-05;-1.025E-04;-1.288E-04;-5.887E-05;-1.265E-04;-9.549E-05;-1.126E-04;-9.798E-05;-1.705E-04;-3.293E-05;5.329E-05;-3.560E-05;1.345E-05;-1.063E-04;-7.989E-05;-2.780E-05;-1.065E-04;-1.347E-04;-1.395E-04;-9.346E-05;-5.471E-05;-1.606E-05;-1.165E-04;-7.086E-05;-6.510E-06;-4.792E-05;-1.884E-05;-5.545E-05;-1.358E-05;-6.710E-05;-1.286E-04;-1.658E-04;-8.567E-05;-1.167E-04;-3.251E-05;-9.932E-06;-1.730E-04;-1.383E-04;-1.134E-04;-1.206E-04;-9.238E-05;-3.101E-05;-7.346E-05;-7.764E-05;-7.818E-05;4.393E-05;-7.461E-05;-1.175E-04;1.629E-05;-7.425E-06;-1.140E-04;-1.360E-04;
1198;3.636E-05;-4.686E-05;-3.856E-05;-5.687E-05;-6.179E-05;-9.498E-06;-4.026E-05;-4.010E-05;2.304E-05;-2.553E-05;-6.222E-05;-2.090E-05;2.201E-05;1.012E-04;6.604E-05;7.832E-05;-4.115E-05;2.790E-05;5.310E-05;3.064E-05;-3.235E-05;8.728E-05;-1.932E-06;3.417E-05;1.557E-05;1.285E-04;1.083E-06;2.081E-05;-4.867E-05;-1.039E-04;-1.352E-04;-6.011E-05;-1.258E-04;-9.686E-05;-1.126E-04;-9.647E-05;-1.726E-04;-3.290E-05;5.223E-05;-3.863E-05;1.654E-05;-1.097E-04;-8.128E-05;-2.807E-05;-1.050E-04;-1.370E-04;-1.412E-04;-9.200E-05;-5.353E-05;-1.524E-05;-1.155E-04;-7.311E-05;-7.994E-06;-4.750E-05;-1.639E-05;-5.327E-05;-1.209E-05;-6.704E-05;-1.306E-04;-1.522E-04;-8.355E-05;-1.164E-04;-3.296E-05;-1.123E-05;-1.742E-04;-1.342E-04;-1.134E-04;-1.203E-04;-9.232E-05;-3.201E-05;-7.464E-05;-7.594E-05;-7.733E-05;4.348E-05;-7.724E-05;-1.182E-04;1.429E-05;-8.637E-06;-1.143E-04;-1.342E-04;
1199;3.506E-05;-4.714E-05;-4.056E-05;-5.175E-05;-6.118E-05;-5.228E-06;-3.789E-05;-3.723E-05;2.220E-05;-2.662E-05;-6.110E-05;-1.794E-05;1.953E-05;1.005E-04;6.561E-05;8.025E-05;-4.018E-05;3.135E-05;5.280E-05;3.001E-05;-3.120E-05;8.538E-05;-2.416E-06;3.408E-05;1.503E-05;1.388E-04;5.777E-06;2.529E-05;-4.870E-05;-1.051E-04;-1.439E-04;-6.435E-05;-1.219E-04;-9.858E-05;-1.132E-04;-9.398E-05;-1.617E-04;-3.220E-05;5.047E-05;-4.121E-05;1.869E-05;-1.121E-04;-8.340E-05;-2.898E-05;-1.035E-04;-1.380E-04;-1.435E-04;-9.167E-05;-5.138E-05;-1.609E-05;-1.143E-04;-7.347E-05;-1.114E-05;-4.938E-05;-1.460E-05;-5.105E-05;-1.200E-05;-6.898E-05;-1.323E-04;-1.409E-04;-8.240E-05;-1.169E-04;-3.287E-05;-1.220E-05;-1.774E-04;-1.298E-04;-1.150E-04;-1.212E-04;-9.253E-05;-3.034E-05;-7.567E-05;-7.703E-05;-7.712E-05;4.517E-05;-7.700E-05;-1.190E-04;1.208E-05;-9.909E-06;-1.141E-04;-1.329E-04;
1200;3.518E-05;-4.780E-05;-4.032E-05;-4.272E-05;-6.024E-05;-2.290E-06;-3.635E-05;-3.396E-05;1.814E-05;-2.841E-05;-6.194E-05;-1.642E-05;1.817E-05;1.002E-04;6.588E-05;8.410E-05;-3.987E-05;3.423E-05;5.462E-05;2.977E-05;-3.044E-05;8.404E-05;-1.508E-06;3.354E-05;1.366E-05;1.497E-04;9.048E-06;2.647E-05;-4.833E-05;-1.051E-04;-1.521E-04;-7.047E-05;-1.200E-04;-9.734E-05;-1.131E-04;-9.117E-05;-1.482E-04;-3.087E-05;4.796E-05;-4.224E-05;2.078E-05;-1.132E-04;-8.437E-05;-2.986E-05;-1.023E-04;-1.379E-04;-1.462E-04;-9.194E-05;-4.914E-05;-1.712E-05;-1.140E-04;-7.401E-05;-1.284E-05;-5.017E-05;-1.563E-05;-4.733E-05;-1.370E-05;-7.116E-05;-1.338E-04;-1.343E-04;-8.040E-05;-1.183E-04;-3.336E-05;-1.317E-05;-1.812E-04;-1.264E-04;-1.174E-04;-1.230E-04;-9.338E-05;-2.774E-05;-7.676E-05;-7.858E-05;-7.733E-05;4.614E-05;-7.506E-05;-1.170E-04;9.328E-06;-1.224E-05;-1.159E-04;-1.313E-04;
1201;3.512E-05;-4.980E-05;-4.026E-05;-3.330E-05;-6.179E-05;-1.291E-06;-3.571E-05;-3.190E-05;1.347E-05;-2.889E-05;-6.655E-05;-1.824E-05;1.484E-05;9.815E-05;6.607E-05;8.658E-05;-3.857E-05;3.622E-05;5.380E-05;3.086E-05;-3.083E-05;8.223E-05;-3.569E-07;3.260E-05;1.170E-05;1.550E-04;1.005E-05;2.738E-05;-4.745E-05;-1.032E-04;-1.578E-04;-7.416E-05;-1.210E-04;-9.680E-05;-1.097E-04;-8.744E-05;-1.387E-04;-2.932E-05;4.532E-05;-4.236E-05;2.317E-05;-1.127E-04;-8.231E-05;-2.977E-05;-1.005E-04;-1.362E-04;-1.486E-04;-9.255E-05;-4.790E-05;-1.757E-05;-1.141E-04;-7.728E-05;-1.411E-05;-4.901E-05;-1.884E-05;-4.445E-05;-1.542E-05;-7.371E-05;-1.352E-04;-1.302E-04;-7.834E-05;-1.204E-04;-3.315E-05;-1.448E-05;-1.837E-04;-1.247E-04;-1.192E-04;-1.258E-04;-9.416E-05;-2.574E-05;-7.897E-05;-8.042E-05;-7.733E-05;4.687E-05;-7.428E-05;-1.143E-04;1.015E-05;-1.575E-05;-1.182E-04;-1.297E-04;
1202;3.306E-05;-5.404E-05;-4.071E-05;-2.516E-05;-6.258E-05;1.404E-06;-3.568E-05;-2.969E-05;1.138E-05;-2.714E-05;-6.967E-05;-1.924E-05;1.199E-05;9.473E-05;6.392E-05;8.686E-05;-3.557E-05;3.807E-05;5.126E-05;3.161E-05;-3.044E-05;7.920E-05;1.309E-06;3.111E-05;1.079E-05;1.440E-04;1.108E-05;2.841E-05;-4.673E-05;-1.008E-04;-1.584E-04;-7.392E-05;-1.237E-04;-9.855E-05;-1.072E-04;-8.296E-05;-1.317E-04;-2.908E-05;4.142E-05;-4.142E-05;2.541E-05;-1.109E-04;-7.846E-05;-2.783E-05;-9.806E-05;-1.327E-04;-1.494E-04;-9.461E-05;-4.753E-05;-1.766E-05;-1.150E-04;-8.168E-05;-1.644E-05;-4.717E-05;-2.050E-05;-4.403E-05;-1.882E-05;-7.707E-05;-1.354E-04;-1.279E-04;-7.846E-05;-1.227E-04;-3.284E-05;-1.678E-05;-1.847E-04;-1.247E-04;-1.194E-04;-1.281E-04;-9.516E-05;-2.480E-05;-8.106E-05;-8.233E-05;-7.591E-05;4.811E-05;-7.530E-05;-1.139E-04;1.402E-05;-1.715E-05;-1.209E-04;-1.290E-04;
1203;3.079E-05;-5.656E-05;-3.974E-05;-1.356E-05;-6.149E-05;5.190E-06;-3.808E-05;-2.684E-05;1.014E-05;-2.547E-05;-7.061E-05;-1.766E-05;1.093E-05;9.267E-05;6.267E-05;8.655E-05;-3.503E-05;4.016E-05;5.328E-05;3.122E-05;-2.868E-05;7.623E-05;2.248E-06;2.984E-05;1.094E-05;1.223E-04;1.226E-05;2.862E-05;-4.652E-05;-9.831E-05;-1.532E-04;-7.062E-05;-1.268E-04;-1.010E-04;-1.077E-04;-8.017E-05;-1.281E-04;-2.799E-05;3.778E-05;-4.218E-05;2.720E-05;-1.084E-04;-7.483E-05;-2.462E-05;-9.612E-05;-1.256E-04;-1.481E-04;-9.751E-05;-4.799E-05;-1.769E-05;-1.176E-04;-8.489E-05;-1.990E-05;-4.614E-05;-2.047E-05;-4.251E-05;-2.551E-05;-7.988E-05;-1.347E-04;-1.269E-04;-7.931E-05;-1.245E-04;-3.302E-05;-1.932E-05;-1.857E-04;-1.269E-04;-1.191E-04;-1.298E-04;-9.538E-05;-2.604E-05;-8.337E-05;-8.388E-05;-7.506E-05;4.841E-05;-7.733E-05;-1.146E-04;1.596E-05;-1.379E-05;-1.232E-04;-1.294E-04;
1204;2.885E-05;-5.768E-05;-3.769E-05;-7.474E-07;-6.040E-05;8.552E-06;-4.041E-05;-2.396E-05;9.779E-06;-2.347E-05;-7.251E-05;-1.570E-05;1.020E-05;9.176E-05;6.298E-05;8.804E-05;-3.597E-05;3.919E-05;5.604E-05;3.083E-05;-2.711E-05;7.360E-05;1.915E-06;2.933E-05;1.179E-05;9.745E-05;1.344E-05;2.923E-05;-4.567E-05;-9.574E-05;-1.434E-04;-6.632E-05;-1.296E-04;-1.028E-04;-1.092E-04;-7.981E-05;-1.277E-04;-2.684E-05;3.760E-05;-4.290E-05;2.811E-05;-1.051E-04;-7.292E-05;-1.947E-05;-9.440E-05;-1.153E-04;-1.442E-04;-1.007E-04;-5.041E-05;-1.790E-05;-1.210E-04;-8.707E-05;-2.332E-05;-4.677E-05;-2.017E-05;-4.033E-05;-3.199E-05;-8.464E-05;-1.337E-04;-1.259E-04;-7.988E-05;-1.261E-04;-3.296E-05;-2.217E-05;-1.865E-04;-1.304E-04;-1.190E-04;-1.301E-04;-9.532E-05;-2.962E-05;-8.670E-05;-8.469E-05;-7.787E-05;4.902E-05;-7.936E-05;-1.148E-04;1.511E-05;-1.054E-05;-1.219E-04;-1.300E-04;
1205;2.652E-05;-5.871E-05;-3.487E-05;-2.019E-06;-5.921E-05;9.703E-06;-4.107E-05;-2.090E-05;1.020E-05;-2.323E-05;-7.436E-05;-1.427E-05;8.566E-06;9.088E-05;6.361E-05;8.925E-05;-3.548E-05;3.886E-05;5.380E-05;3.031E-05;-2.529E-05;7.250E-05;9.151E-07;2.972E-05;1.254E-05;7.365E-05;1.377E-05;2.953E-05;-4.391E-05;-9.213E-05;-1.317E-04;-6.254E-05;-1.314E-04;-1.040E-04;-1.104E-04;-8.081E-05;-1.293E-04;-2.763E-05;3.730E-05;-4.054E-05;2.902E-05;-1.022E-04;-7.235E-05;-1.520E-05;-9.243E-05;-1.050E-04;-1.391E-04;-1.034E-04;-5.401E-05;-1.784E-05;-1.248E-04;-8.855E-05;-2.738E-05;-4.907E-05;-1.935E-05;-3.855E-05;-3.584E-05;-8.858E-05;-1.344E-04;-1.238E-04;-7.852E-05;-1.275E-04;-3.248E-05;-2.408E-05;-1.872E-04;-1.341E-04;-1.189E-04;-1.298E-04;-9.625E-05;-3.452E-05;-8.818E-05;-8.506E-05;-8.160E-05;5.165E-05;-8.157E-05;-1.138E-04;1.423E-05;-1.254E-05;-1.198E-04;-1.278E-04;
1206;2.410E-05;-5.931E-05;-3.087E-05;-1.849E-05;-5.679E-05;9.006E-06;-4.153E-05;-1.812E-05;1.008E-05;-2.293E-05;-7.457E-05;-1.351E-05;7.506E-06;8.998E-05;6.337E-05;9.028E-05;-3.348E-05;4.092E-05;5.116E-05;2.737E-05;-2.296E-05;7.381E-05;-3.569E-07;3.011E-05;1.272E-05;5.990E-05;1.329E-05;3.059E-05;-4.064E-05;-8.801E-05;-1.190E-04;-5.969E-05;-1.328E-04;-1.050E-04;-1.119E-04;-8.235E-05;-1.325E-04;-2.917E-05;3.509E-05;-3.960E-05;2.981E-05;-9.956E-05;-7.177E-05;-1.187E-05;-9.073E-05;-9.573E-05;-1.338E-04;-1.059E-04;-5.635E-05;-1.736E-05;-1.270E-04;-8.970E-05;-3.019E-05;-5.065E-05;-2.096E-05;-3.752E-05;-3.796E-05;-9.057E-05;-1.363E-04;-1.234E-04;-7.504E-05;-1.276E-04;-3.260E-05;-2.489E-05;-1.874E-04;-1.377E-04;-1.171E-04;-1.306E-04;-9.731E-05;-3.870E-05;-8.782E-05;-8.448E-05;-8.475E-05;5.368E-05;-8.439E-05;-1.125E-04;1.439E-05;-1.624E-05;-1.188E-04;-1.263E-04;
1207;2.370E-05;-5.904E-05;-2.739E-05;-3.994E-05;-5.528E-05;8.491E-06;-4.274E-05;-1.648E-05;9.173E-06;-2.035E-05;-7.451E-05;-1.364E-05;7.113E-06;9.070E-05;6.243E-05;9.170E-05;-3.043E-05;4.331E-05;5.077E-05;2.489E-05;-2.296E-05;7.611E-05;-8.434E-08;2.996E-05;1.245E-05;6.014E-05;1.193E-05;3.247E-05;-3.664E-05;-8.405E-05;-1.075E-04;-5.627E-05;-1.343E-04;-1.068E-04;-1.143E-04;-8.426E-05;-1.368E-04;-2.975E-05;3.288E-05;-4.145E-05;3.217E-05;-9.777E-05;-7.310E-05;-9.474E-06;-8.931E-05;-8.998E-05;-1.291E-04;-1.069E-04;-5.840E-05;-1.690E-05;-1.272E-04;-9.037E-05;-3.122E-05;-5.138E-05;-2.368E-05;-3.782E-05;-4.074E-05;-9.327E-05;-1.377E-04;-1.238E-04;-7.343E-05;-1.267E-04;-3.327E-05;-2.595E-05;-1.874E-04;-1.400E-04;-1.155E-04;-1.324E-04;-9.710E-05;-4.188E-05;-8.703E-05;-8.363E-05;-8.684E-05;5.129E-05;-8.827E-05;-1.131E-04;1.417E-05;-1.790E-05;-1.181E-04;-1.266E-04;
1208;2.388E-05;-5.728E-05;-2.572E-05;-6.362E-05;-5.461E-05;8.885E-06;-4.353E-05;-1.557E-05;9.082E-06;-1.587E-05;-7.503E-05;-1.361E-05;6.719E-06;9.346E-05;6.161E-05;9.385E-05;-2.737E-05;4.522E-05;5.104E-05;2.489E-05;-2.244E-05;7.578E-05;2.791E-07;2.981E-05;1.188E-05;6.910E-05;1.096E-05;3.507E-05;-3.316E-05;-8.026E-05;-9.935E-05;-5.296E-05;-1.347E-04;-1.088E-04;-1.174E-04;-8.638E-05;-1.412E-04;-2.905E-05;3.051E-05;-4.430E-05;3.526E-05;-9.483E-05;-7.531E-05;-8.384E-06;-8.819E-05;-8.804E-05;-1.262E-04;-1.069E-04;-6.065E-05;-1.724E-05;-1.256E-04;-9.179E-05;-3.210E-05;-5.383E-05;-2.580E-05;-3.921E-05;-4.407E-05;-9.757E-05;-1.388E-04;-1.230E-04;-7.407E-05;-1.286E-04;-3.342E-05;-2.635E-05;-1.871E-04;-1.405E-04;-1.140E-04;-1.348E-04;-9.613E-05;-4.449E-05;-8.600E-05;-8.282E-05;-8.863E-05;4.823E-05;-9.230E-05;-1.150E-04;1.387E-05;-1.806E-05;-1.175E-04;-1.278E-04;
1209;2.325E-05;-5.607E-05;-2.409E-05;-8.200E-05;-5.531E-05;1.037E-05;-4.338E-05;-1.624E-05;8.053E-06;-1.160E-05;-7.494E-05;-1.273E-05;6.870E-06;9.661E-05;6.034E-05;9.519E-05;-2.455E-05;4.589E-05;5.001E-05;2.559E-05;-2.208E-05;7.617E-05;-1.568E-06;3.087E-05;1.227E-05;7.704E-05;1.080E-05;3.701E-05;-3.043E-05;-7.823E-05;-9.611E-05;-5.136E-05;-1.326E-04;-1.089E-04;-1.189E-04;-8.859E-05;-1.449E-04;-2.669E-05;2.727E-05;-4.663E-05;3.607E-05;-9.238E-05;-7.486E-05;-7.566E-06;-8.795E-05;-8.877E-05;-1.252E-04;-1.073E-04;-6.046E-05;-1.833E-05;-1.228E-04;-9.364E-05;-3.452E-05;-5.671E-05;-2.708E-05;-4.058E-05;-4.674E-05;-1.007E-04;-1.404E-04;-1.220E-04;-7.492E-05;-1.317E-04;-3.690E-05;-2.523E-05;-1.849E-04;-1.394E-04;-1.125E-04;-1.372E-04;-9.483E-05;-4.546E-05;-8.470E-05;-8.076E-05;-9.059E-05;4.678E-05;-9.602E-05;-1.166E-04;1.254E-05;-1.812E-05;-1.165E-04;-1.291E-04;
1210;2.185E-05;-5.604E-05;-2.227E-05;-8.752E-05;-5.697E-05;1.276E-05;-4.392E-05;-1.712E-05;6.569E-06;-9.148E-06;-7.648E-05;-1.239E-05;8.112E-06;9.921E-05;5.919E-05;9.443E-05;-2.328E-05;4.580E-05;4.844E-05;2.492E-05;-2.314E-05;7.768E-05;-3.476E-06;3.027E-05;1.463E-05;8.176E-05;1.102E-05;3.756E-05;-2.934E-05;-7.811E-05;-9.654E-05;-5.154E-05;-1.285E-04;-1.086E-04;-1.196E-04;-9.032E-05;-1.484E-04;-2.357E-05;2.337E-05;-4.769E-05;3.517E-05;-9.262E-05;-7.323E-05;-5.961E-06;-8.728E-05;-9.271E-05;-1.265E-04;-1.078E-04;-5.907E-05;-1.942E-05;-1.201E-04;-9.564E-05;-3.755E-05;-5.861E-05;-2.796E-05;-4.200E-05;-4.828E-05;-1.018E-04;-1.416E-04;-1.210E-04;-7.710E-05;-1.342E-04;-4.120E-05;-2.641E-05;-1.827E-04;-1.369E-04;-1.124E-04;-1.403E-04;-9.313E-05;-4.428E-05;-8.306E-05;-7.743E-05;-9.287E-05;4.650E-05;-9.878E-05;-1.194E-04;9.903E-06;-1.957E-05;-1.155E-04;-1.311E-04;
1211;2.010E-05;-5.495E-05;-2.163E-05;-8.140E-05;-5.797E-05;1.509E-05;-4.568E-05;-1.793E-05;5.327E-06;-8.785E-06;-7.981E-05;-1.239E-05;9.051E-06;1.014E-04;5.946E-05;9.201E-05;-2.146E-05;4.546E-05;4.589E-05;2.353E-05;-2.450E-05;7.886E-05;-4.173E-06;2.942E-05;1.521E-05;8.458E-05;1.223E-05;3.731E-05;-2.877E-05;-7.887E-05;-1.007E-04;-5.348E-05;-1.242E-04;-1.099E-04;-1.204E-04;-9.080E-05;-1.505E-04;-2.178E-05;2.028E-05;-4.875E-05;3.338E-05;-9.438E-05;-7.244E-05;-6.809E-06;-8.583E-05;-9.670E-05;-1.295E-04;-1.088E-04;-5.865E-05;-2.090E-05;-1.169E-04;-9.770E-05;-4.034E-05;-6.007E-05;-2.820E-05;-4.491E-05;-4.856E-05;-1.013E-04;-1.428E-04;-1.201E-04;-8.122E-05;-1.371E-04;-4.275E-05;-2.950E-05;-1.846E-04;-1.354E-04;-1.133E-04;-1.437E-04;-9.217E-05;-4.170E-05;-8.070E-05;-7.506E-05;-9.502E-05;4.617E-05;-1.007E-04;-1.254E-04;7.298E-06;-2.260E-05;-1.168E-04;-1.341E-04;
1212;1.901E-05;-5.380E-05;-2.224E-05;-7.316E-05;-5.988E-05;1.319E-05;-4.768E-05;-1.860E-05;3.752E-06;-9.451E-06;-8.266E-05;-1.221E-05;8.657E-06;1.031E-04;6.186E-05;8.967E-05;-1.986E-05;4.576E-05;4.323E-05;2.265E-05;-2.568E-05;7.914E-05;-4.718E-06;3.002E-05;1.424E-05;8.406E-05;1.414E-05;3.665E-05;-2.850E-05;-8.023E-05;-1.084E-04;-5.578E-05;-1.204E-04;-1.126E-04;-1.213E-04;-9.047E-05;-1.501E-04;-2.160E-05;1.710E-05;-5.054E-05;3.159E-05;-9.671E-05;-7.204E-05;-9.444E-06;-8.595E-05;-9.940E-05;-1.305E-04;-1.103E-04;-6.001E-05;-2.263E-05;-1.143E-04;-9.958E-05;-4.210E-05;-6.176E-05;-2.850E-05;-4.824E-05;-4.892E-05;-9.990E-05;-1.433E-04;-1.189E-04;-8.691E-05;-1.405E-04;-4.390E-05;-3.089E-05;-1.874E-04;-1.393E-04;-1.153E-04;-1.460E-04;-9.274E-05;-3.831E-05;-7.864E-05;-7.364E-05;-9.792E-05;4.593E-05;-1.024E-04;-1.304E-04;4.633E-06;-2.626E-05;-1.208E-04;-1.373E-04;
1213;1.855E-05;-5.398E-05;-2.357E-05;-6.874E-05;-6.152E-05;1.019E-05;-4.892E-05;-1.781E-05;2.268E-06;-1.048E-05;-8.481E-05;-1.040E-05;6.325E-06;1.042E-04;6.528E-05;8.710E-05;-1.961E-05;4.461E-05;4.184E-05;2.123E-05;-2.574E-05;7.847E-05;-5.172E-06;3.108E-05;1.427E-05;8.246E-05;1.447E-05;3.659E-05;-2.898E-05;-8.059E-05;-1.185E-04;-5.851E-05;-1.174E-04;-1.137E-04;-1.224E-04;-8.956E-05;-1.468E-04;-2.200E-05;1.458E-05;-5.278E-05;2.926E-05;-9.780E-05;-7.111E-05;-1.168E-05;-8.786E-05;-1.022E-04;-1.322E-04;-1.086E-04;-6.319E-05;-2.469E-05;-1.117E-04;-1.014E-04;-4.267E-05;-6.401E-05;-3.056E-05;-5.133E-05;-4.871E-05;-1.000E-04;-1.433E-04;-1.187E-04;-9.233E-05;-1.452E-04;-4.629E-05;-3.101E-05;-1.885E-04;-1.443E-04;-1.205E-04;-1.485E-04;-9.371E-05;-3.253E-05;-7.725E-05;-7.446E-05;-1.011E-04;4.502E-05;-1.038E-04;-1.325E-04;1.877E-06;-2.975E-05;-1.259E-04;-1.407E-04;
1214;1.810E-05;-5.640E-05;-2.572E-05;-6.877E-05;-6.230E-05;8.976E-06;-4.916E-05;-1.594E-05;-5.787E-07;-1.378E-05;-8.693E-05;-8.972E-06;3.266E-06;1.055E-04;6.909E-05;8.389E-05;-2.049E-05;4.310E-05;4.278E-05;2.014E-05;-2.547E-05;7.747E-05;-5.657E-06;3.133E-05;1.430E-05;8.297E-05;1.329E-05;3.510E-05;-2.952E-05;-7.987E-05;-1.275E-04;-6.002E-05;-1.168E-04;-1.132E-04;-1.227E-04;-8.796E-05;-1.419E-04;-2.315E-05;1.383E-05;-5.453E-05;2.617E-05;-9.789E-05;-6.974E-05;-1.223E-05;-9.007E-05;-1.046E-04;-1.364E-04;-1.062E-04;-6.483E-05;-2.796E-05;-1.103E-04;-1.029E-04;-4.440E-05;-6.728E-05;-3.283E-05;-5.257E-05;-4.883E-05;-1.014E-04;-1.432E-04;-1.190E-04;-9.563E-05;-1.493E-04;-4.805E-05;-3.053E-05;-1.885E-04;-1.482E-04;-1.253E-04;-1.520E-04;-9.713E-05;-2.477E-05;-7.652E-05;-7.612E-05;-1.038E-04;4.405E-05;-1.049E-04;-1.323E-04;-6.062E-07;-3.235E-05;-1.307E-04;-1.433E-04;
1215;1.710E-05;-5.998E-05;-2.942E-05;-7.125E-05;-6.406E-05;8.310E-06;-4.865E-05;-1.263E-05;-3.244E-06;-1.599E-05;-8.878E-05;-9.850E-06;5.103E-07;1.056E-04;7.315E-05;8.165E-05;-2.098E-05;4.228E-05;4.623E-05;1.932E-05;-2.478E-05;7.750E-05;-5.293E-06;3.005E-05;1.409E-05;8.497E-05;1.277E-05;3.132E-05;-3.277E-05;-7.838E-05;-1.331E-04;-6.017E-05;-1.182E-04;-1.138E-04;-1.217E-04;-8.520E-05;-1.368E-04;-2.572E-05;1.431E-05;-5.671E-05;2.169E-05;-9.644E-05;-6.877E-05;-1.190E-05;-9.152E-05;-1.040E-04;-1.404E-04;-1.065E-04;-6.619E-05;-2.847E-05;-1.104E-04;-1.045E-04;-4.724E-05;-7.124E-05;-3.332E-05;-5.248E-05;-5.034E-05;-1.037E-04;-1.433E-04;-1.200E-04;-9.781E-05;-1.520E-04;-4.950E-05;-3.038E-05;-1.888E-04;-1.520E-04;-1.284E-04;-1.540E-04;-1.008E-04;-1.905E-05;-7.758E-05;-7.694E-05;-1.056E-04;4.251E-05;-1.050E-04;-1.311E-04;-1.878E-06;-3.447E-05;-1.356E-04;-1.450E-04;
1216;1.543E-05;-6.331E-05;-3.438E-05;-7.301E-05;-6.612E-05;7.401E-06;-4.792E-05;-8.031E-06;-5.303E-06;-1.657E-05;-8.935E-05;-1.064E-05;-9.737E-07;1.048E-04;8.012E-05;8.053E-05;-2.213E-05;4.280E-05;4.898E-05;1.874E-05;-2.405E-05;7.926E-05;-4.385E-06;2.827E-05;1.309E-05;8.721E-05;1.332E-05;2.908E-05;-3.852E-05;-7.844E-05;-1.347E-04;-5.796E-05;-1.206E-04;-1.152E-04;-1.207E-04;-8.311E-05;-1.327E-04;-2.896E-05;1.371E-05;-5.886E-05;1.672E-05;-9.398E-05;-6.750E-05;-1.108E-05;-9.267E-05;-9.928E-05;-1.417E-04;-1.089E-04;-6.894E-05;-2.781E-05;-1.101E-04;-1.066E-04;-5.142E-05;-7.470E-05;-3.338E-05;-5.230E-05;-5.274E-05;-1.072E-04;-1.434E-04;-1.221E-04;-1.005E-04;-1.539E-04;-5.117E-05;-3.077E-05;-1.892E-04;-1.571E-04;-1.304E-04;-1.538E-04;-1.019E-04;-1.502E-05;-8.179E-05;-7.827E-05;-1.061E-04;4.090E-05;-1.056E-04;-1.274E-04;-2.333E-06;-3.614E-05;-1.394E-04;-1.449E-04;
1217;1.410E-05;-6.540E-05;-4.080E-05;-7.401E-05;-7.012E-05;4.645E-06;-4.710E-05;-3.488E-06;-7.181E-06;-1.657E-05;-8.935E-05;-9.487E-06;-2.367E-06;1.035E-04;9.087E-05;8.044E-05;-2.482E-05;4.483E-05;4.956E-05;1.868E-05;-2.272E-05;8.044E-05;-3.597E-06;2.730E-05;1.200E-05;8.982E-05;1.423E-05;2.871E-05;-4.264E-05;-8.078E-05;-1.327E-04;-5.275E-05;-1.240E-04;-1.174E-04;-1.213E-04;-8.172E-05;-1.306E-04;-3.296E-05;1.277E-05;-6.120E-05;1.215E-05;-9.144E-05;-6.608E-05;-9.625E-06;-9.297E-05;-9.152E-05;-1.407E-04;-1.096E-04;-7.273E-05;-2.796E-05;-1.101E-04;-1.060E-04;-5.821E-05;-7.648E-05;-3.441E-05;-5.205E-05;-5.495E-05;-1.114E-04;-1.431E-04;-1.250E-04;-1.031E-04;-1.547E-04;-5.253E-05;-3.243E-05;-1.883E-04;-1.628E-04;-1.325E-04;-1.521E-04;-1.022E-04;-1.145E-05;-8.573E-05;-8.276E-05;-1.057E-04;4.220E-05;-1.060E-04;-1.213E-04;-2.393E-06;-3.789E-05;-1.410E-04;-1.429E-04;
